876	New Concepts Publishing	149569
877	Robinson	251399
879	Pan / Pan Macmillan Australia	\N
880	Talebones	\N
881	Headline Feature	\N
884	Berkley Boulevard	\N
885	Phoenix House	\N
887	Kent State University Press	\N
889	Eerdmans	\N
892	The Crossing Press	\N
893	Dell/Emerald	358452
894	Otter Creek Press	\N
895	DreamHaven Books	\N
905	Ticonderoga Publications	\N
908	Jabberwocky Press	\N
916	Mercury House	\N
918	Design Image Group	\N
923	Jenna Press	\N
926	Scholastic LucasBooks	\N
927	Proteus / Prima Publishing	\N
931	Swallow	\N
932	J'ai Lu	\N
934	Linnet	\N
935	Blacksmith Corporation	\N
936	Néo	144072
938	Chris Drumm	\N
939	Lightning	\N
944	Windrush	\N
945	Windrush Large Print	\N
947	Chivers Press	246597
950	Asiapac	\N
957	Lord John Press	138480
960	McClelland & Stewart	300238
961	Mayfair Games	\N
965	Father Tree Press	\N
967	John Knox Press	\N
968	Darick Chamberlin	\N
970	Troll	\N
971	Insight Publishing	\N
974	Owlswick Press	\N
976	Eyeball Books	\N
977	Silver Salamander Press	137254
978	University of Chicago Press	\N
982	Legend / Century	\N
983	Major Books	139414
984	Lowell House	\N
985	Isaac H. Blanchard	202741
986	New York: Bodleian Society	\N
987	Past Times	\N
989	The British Fantasy Society	\N
990	Shasta	\N
995	Adler & Adler	\N
996	Counterpoint	\N
997	Scholastic Press	278961
999	Gothic Press	\N
1000	Crossroads Press	\N
1001	Pocket Books	\N
1006	Inception	\N
1008	A & C Black	\N
1011	Marion Boyars	\N
1012	No Exit Press	\N
1017	Magnum	246583
1020	First Books	\N
1026	Zenith Books	\N
1029	Plenum Publishing	\N
1030	And/Or Press	297274
1031	Wesleyan University Press	\N
1033	Redemption Books	\N
1035	A Wyatt Book / St. Martin's Press	\N
1038	Dead Letter Press	\N
1039	Futami (Japan)	147377
1040	Laser Books	\N
1041	Creation Books	\N
1042	Creation Press	\N
1044	Powell	139804
1051	Indigo	148140
1052	White Pine Press	\N
1053	Perma Books	\N
1056	Constable & Co. Ltd.	251281
1061	Louis Braille Books	\N
1062	Silver Lake Publishing	141154
1066	Kennikat Press	\N
1067	Tattersall Publishing	\N
1073	Dedalus	\N
1080	Kodansha International	199339
1082	Sheed & Ward	\N
1083	Thistledown Press	\N
1085	Perennial Library	\N
1086	Tachyon Publications	\N
1087	D. K. Publishing	\N
1090	The Ministry of Whimsy Press	\N
1092	Angus & Robertson	136838
1093	Everest House	\N
1095	Clarion Books	140109
1096	Word Publishing / Thomas Nelson	\N
1099	Bantam Falcon	\N
1100	GDW Books	144341
1101	Ivy Books / Ballantine	\N
1102	Underwood Books	\N
1104	GW Books	\N
1106	Eros Plus	\N
1107	Joy Street Books / Little, Brown	\N
1108	Pumpkin Books	\N
1110	Wolfhound Press	141382
1111	Hard Shell Word Factory	\N
1113	Royal Fireworks Press	\N
1114	Stealth Press	\N
1118	Excalibur Press	\N
1124	Darkside Press	\N
1126	Ullstein	144082
1127	Heyne	144818
1131	Conrad H. Ruppert	\N
1134	Phoenix	351581
1137	Dufour Editions	141842
1139	Space & Time	\N
1140	Tafford Publishing	\N
1141	William Kimber	\N
1143	Books In Motion	\N
1150	Steladon Press	\N
1151	Overspace Books	\N
1152	Gay Men's Press	\N
1155	Harlequin	0
1160	Hodder Headline Australia	146273
1162	Beyond Words Publishing	\N
1163	Armitage House	\N
1167	Léon Faure	144071
1169	Drunken Dragon Press	\N
1170	Foreign Languages Publishing House	143712
1174	1stBooks Library	\N
1175	Twilight Publishing	\N
1177	Harper	139544
1178	Brandon House	\N
1181	Peter Owen	141781
1183	Masquerade Books	\N
1185	Routledge	\N
1187	Temple House Books	\N
1188	Harvard University Press	\N
1191	Wetlands Press	\N
1192	Turner Publishing	\N
1193	Dorling Kindersley	\N
1194	Black Plankton Press	\N
1198	Xlibris Corporation	\N
1199	Void / Cory & Collins	215782
1202	Orchard Books / Scholastic	\N
1205	University of Nebraska Press	250532
1209	Arco Publishing	0
1211	BBC Books	\N
1212	Target / W. H. Allen	\N
1214	Ripping Publishing	\N
1215	Montrose	\N
1216	Front Street	248063
1219	MirrorDanse Books	149755
1225	Bluejay Books	\N
1226	Harmony Books	146791
1227	Heywood	\N
1228	Fawcett Crest / Ballantine	\N
1233	Oxford	\N
1238	Brandon Books	138974
1241	Desert Island Books	\N
1242	Buzzcity Press	246745
1243	Gyldendal	300325
1248	Laurel-Leaf	364205
1250	Random House Australia	\N
1252	Eclipse Books	\N
1253	Paper Tiger	\N
1254	Sovereign Seal Books	\N
1258	See Sharp Press	479936
1260	Talisman	\N
1261	Collins Harvill	\N
1263	Ticknor & Fields	199231
1265	Bethany House Publishers	136986
1266	Sierra Club Books	139806
1267	Printer's Union of New York	\N
1269	Porcépic Press	\N
1270	Thunder's Mouth Press	367897
1271	Anthony Blond	\N
1276	Richard Kasak / Masquerade Books	\N
1278	Richard Drew	\N
1279	University of California Press	\N
